   0.0000000000000000        13.300000168383121        793822.22075158905        153764728.44205424     
   8.1649657989699815E-004   13.299999168383124        793821.42688126315        23164708.805275600     
   8.2058244489330804E-003   13.299899168385650        793742.04385942663        12898084.173231287     
   1.8277042659014867E-002   13.299499168395755        793424.59114374057        7346445.9171491563     
   3.7437280549838123E-002   13.297899168436174        792156.04933902656        4346296.2274926398     
   7.5377811233386119E-002   13.291499168597852        787102.13030269393        2744977.1558687501     
  0.15155307893726505        13.265899169244562        767206.82401430665        1925255.7156140383     
  0.30796345712567846        13.163499171831404        692528.69219151849        1524423.6113615229     
  0.65696672855358440        12.753899182178770        459765.06688968756        1231666.2294580333     
   1.7716514118658293        11.115499223568236        89295.715106367235       -2400411045.6821809     
   33.695800356661032        4.5618993891260970        114.03598646838726       -132735822.40419237     
   675.13789471443420        0.0000000000000000        0.0000000000000000        0.0000000000000000     
